vehicle_id,model_year,total_distance_km,fuel_type,fuel_efficiency_l100km,mileage_empty_kmpl,mileage_loaded_kmpl,pickup_time_0to60s,max_load_kg,typical_load_kg,cooling_efficiency_percent,refrigerant_type,cooling_power_kw,target_temp_c,years_in_service,annual_distance_km,maintenance_hours,service_area
VH00900,2023,80863,Diesel,27.4,5.2,3.7,24.9,5000,3757,89.6,R-404A,17.9,-20,1,53909,1010,PVNR_Expressway
VH00901,2021,291997,Diesel,36.4,3.9,2.7,18.3,5000,4022,86.6,R-404A,13.4,4,3,83427,3649,Kompally
VH00902,2022,207878,Diesel,38.9,3.7,2.6,20.6,20000,16023,85.3,R-452A,12.6,4,2,83151,2598,Mehdipatnam
VH00903,2023,156572,Diesel,30.3,4.7,3.3,22.7,5000,3698,96.9,R-452A,11.2,-18,1,104381,1957,Mehdipatnam
VH00904,2021,385885,Diesel,35.2,4.1,2.8,16.0,12000,9430,88.1,R-452A,24.2,-18,3,110253,4823,HITEC_City_Main_Road
VH00905,2023,117011,Diesel,28.5,5.0,3.5,21.1,8000,6597,91.4,R-404A,24.2,2,1,78007,1462,Gachibowli
VH00906,2021,194875,Diesel,29.3,4.9,3.4,22.2,8000,6117,93.2,R-404A,23.7,-20,3,55678,2435,Medchal
VH00907,2020,411359,Electric,0.0,7.1,4.9,10.7,8000,5887,88.9,R-404A,19.4,-20,4,91413,5141,HITEC_City_Main_Road
VH00908,2018,682868,Hybrid,25.4,5.6,3.9,19.2,8000,5226,78.2,R-404A,19.4,-20,6,105056,8535,Mehdipatnam
VH00909,2021,316708,Hybrid,28.0,5.1,3.6,15.9,20000,16292,80.6,R-404A,17.2,-18,3,90488,3958,L B Nagar
VH00910,2024,47294,Hybrid,27.4,5.2,3.6,17.3,20000,17773,89.2,R-452A,20.2,-18,0,94589,591,Medchal
VH00911,2024,59909,Diesel,33.0,4.3,3.0,17.2,8000,5258,88.2,R-452A,21.4,-18,0,119819,748,Kompally
VH00912,2023,156949,Hybrid,26.1,5.5,3.8,13.4,20000,13469,93.7,R-452A,22.3,4,1,104632,1961,Medchal
VH00913,2024,44072,Diesel,32.4,4.4,3.1,23.9,20000,13483,85.1,R-404A,10.3,-20,0,88145,550,Kompally
VH00914,2017,882040,Hybrid,29.5,4.8,3.4,12.6,20000,14865,75.6,R-404A,15.9,4,7,117605,11025,Gachibowli
VH00915,2017,732523,Diesel,37.1,3.9,2.7,23.8,20000,13586,78.5,R-404A,15.4,4,7,97669,9156,Kompally
VH00916,2018,711718,Diesel,41.9,3.4,2.4,18.4,8000,5208,87.3,R-452A,24.3,-20,6,109495,8896,Uppal
VH00917,2021,194326,Diesel,33.1,4.3,3.0,24.3,8000,5223,87.7,R-404A,17.9,2,3,55521,2429,Gachibowli
VH00918,2024,47994,Hybrid,21.3,6.7,4.7,19.2,20000,15095,89.5,R-404A,15.4,-20,0,95988,599,Mehdipatnam
VH00919,2024,35024,Electric,0.0,6.8,4.8,13.3,20000,17900,90.2,R-404A,17.1,-18,0,70049,437,L B Nagar
VH00920,2016,568750,Diesel,39.1,3.7,2.6,21.4,5000,3575,79.7,R-452A,11.4,-18,8,66911,7109,Gachibowli
VH00921,2020,293995,Diesel,32.0,4.5,3.1,22.1,5000,3520,79.5,R-452A,15.6,4,4,65332,3674,Mehdipatnam
VH00922,2021,198590,Electric,0.0,6.7,4.7,12.2,12000,7763,84.8,R-452A,23.8,2,3,56740,2482,Medchal
VH00923,2021,216903,Diesel,34.2,4.2,2.9,17.1,8000,5253,87.0,R-452A,10.5,-18,3,61972,2711,Uppal
VH00924,2016,890991,Diesel,34.7,4.1,2.9,19.0,20000,16840,73.1,R-404A,15.8,2,8,104822,11137,Mehdipatnam
VH00925,2018,543906,Diesel,29.8,4.8,3.4,17.3,5000,3904,80.0,R-452A,23.5,4,6,83677,6798,Medchal
VH00926,2021,396187,Diesel,36.1,4.0,2.8,17.1,20000,12158,84.8,R-404A,24.2,2,3,113196,4952,Mehdipatnam
VH00927,2024,57524,Diesel,31.8,4.5,3.1,22.7,8000,5491,88.8,R-404A,14.7,-18,0,115049,719,Medchal
VH00928,2015,477618,Diesel,47.4,3.0,2.1,15.9,20000,15262,79.4,R-404A,15.8,2,9,50275,5970,Medchal
VH00929,2021,359483,Electric,0.0,7.4,5.2,13.5,12000,7506,84.2,R-452A,19.5,-18,3,102709,4493,Medchal
VH00930,2016,653872,Diesel,41.3,3.5,2.4,24.5,8000,4868,82.5,R-404A,11.0,-18,8,76926,8173,L B Nagar
VH00931,2022,163268,Electric,0.0,6.5,4.5,16.8,5000,4294,82.2,R-452A,15.0,-18,2,65307,2040,HITEC_City_Main_Road
VH00932,2021,176621,Diesel,33.0,4.3,3.0,18.3,8000,6491,87.2,R-452A,23.2,4,3,50463,2207,Medchal
VH00933,2019,602795,Diesel,37.0,3.9,2.7,23.1,12000,10511,89.1,R-452A,12.8,-18,5,109599,7534,PVNR_Expressway
VH00934,2021,236857,Diesel,31.4,4.6,3.2,15.7,5000,3584,92.5,R-452A,22.5,4,3,67673,2960,Kompally
VH00935,2023,99226,Hybrid,23.9,6.0,4.2,12.2,8000,5468,85.1,R-404A,11.6,4,1,66151,1240,Gachibowli
VH00936,2024,27962,Diesel,27.3,5.2,3.7,18.2,5000,3787,95.1,R-404A,15.7,4,0,55925,349,Mehdipatnam
VH00937,2017,440628,Diesel,34.9,4.1,2.9,20.6,12000,8780,84.1,R-404A,22.7,2,7,58750,5507,Mehdipatnam
VH00938,2017,727936,Hybrid,29.4,4.9,3.4,16.3,12000,9748,81.9,R-404A,14.6,2,7,97058,9099,PVNR_Expressway
VH00939,2024,47960,Diesel,29.7,4.8,3.4,21.6,20000,16125,90.6,R-404A,13.6,-20,0,95920,599,Mehdipatnam
VH00940,2020,509734,Diesel,33.9,4.2,3.0,17.6,12000,8535,81.2,R-452A,18.3,-20,4,113274,6371,Mehdipatnam
VH00941,2022,217142,Diesel,40.4,3.5,2.5,24.3,12000,8363,90.7,R-452A,11.5,-18,2,86857,2714,Mehdipatnam
VH00942,2020,321751,Diesel,36.6,3.9,2.7,15.4,8000,6546,86.1,R-404A,15.0,-20,4,71500,4021,Gachibowli
VH00943,2022,210847,Diesel,35.8,4.0,2.8,16.0,12000,7499,86.5,R-452A,18.7,2,2,84338,2635,HITEC_City_Main_Road
VH00944,2021,315018,Hybrid,23.7,6.0,4.2,13.9,20000,13295,85.1,R-452A,18.4,4,3,90005,3937,Mehdipatnam
VH00945,2017,387804,Hybrid,27.7,5.2,3.6,16.2,5000,3496,81.0,R-404A,14.2,2,7,51707,4847,Uppal
VH00946,2023,78877,Diesel,29.1,4.9,3.4,23.2,20000,17792,96.5,R-404A,23.1,4,1,52585,985,PVNR_Expressway
VH00947,2022,298701,Diesel,33.7,4.2,3.0,17.3,5000,4374,85.2,R-404A,11.8,2,2,119480,3733,Uppal
VH00948,2021,332177,Diesel,35.1,4.1,2.8,17.5,5000,3227,92.8,R-452A,17.2,2,3,94907,4152,Gachibowli
VH00949,2021,337648,Diesel,27.8,5.1,3.6,19.9,12000,8256,89.4,R-404A,11.2,2,3,96471,4220,PVNR_Expressway
VH00950,2016,491312,Diesel,31.4,4.6,3.2,23.5,12000,7366,85.7,R-452A,16.8,2,8,57801,6141,HITEC_City_Main_Road
VH00951,2016,816801,Diesel,43.6,3.3,2.3,21.6,8000,5809,82.7,R-404A,13.0,4,8,96094,10210,PVNR_Expressway
VH00952,2016,431985,Diesel,42.6,3.4,2.3,20.3,20000,16965,82.6,R-452A,17.8,-18,8,50821,5399,HITEC_City_Main_Road
VH00953,2020,273260,Diesel,31.2,4.6,3.2,15.7,20000,13345,87.9,R-404A,21.7,-18,4,60724,3415,Medchal
VH00954,2021,316186,Hybrid,24.6,5.8,4.1,17.3,12000,9214,85.0,R-404A,19.8,2,3,90338,3952,L B Nagar
VH00955,2020,240201,Diesel,41.7,3.4,2.4,16.8,12000,10135,83.6,R-404A,24.6,4,4,53378,3002,Gachibowli
VH00956,2023,126893,Diesel,40.1,3.6,2.5,24.8,5000,3987,86.0,R-452A,17.2,-18,1,84595,1586,Mehdipatnam
VH00957,2022,164922,Electric,0.0,6.6,4.6,16.9,12000,10085,82.1,R-404A,24.4,-20,2,65969,2061,HITEC_City_Main_Road
VH00958,2015,622014,Diesel,38.3,3.7,2.6,20.4,5000,3747,73.5,R-452A,17.8,2,9,65475,7775,PVNR_Expressway
VH00959,2017,774840,Hybrid,26.2,5.5,3.8,14.7,20000,14479,88.3,R-452A,23.1,-18,7,103312,9685,Gachibowli
VH00960,2024,55898,Hybrid,22.5,6.3,4.4,16.3,8000,5732,94.6,R-452A,21.7,2,0,111796,698,Medchal
VH00961,2020,422193,Diesel,29.8,4.8,3.4,18.4,5000,4447,89.9,R-452A,22.4,-20,4,93820,5277,Mehdipatnam
VH00962,2020,494625,Hybrid,26.2,5.5,3.8,14.8,20000,16814,89.9,R-452A,23.7,2,4,109916,6182,Gachibowli
VH00963,2020,284856,Electric,0.0,5.7,4.0,17.3,12000,7846,79.9,R-404A,24.7,-20,4,63301,3560,Kompally
VH00964,2020,362416,Diesel,34.8,4.1,2.9,19.9,12000,8992,83.3,R-404A,18.7,4,4,80536,4530,HITEC_City_Main_Road
VH00965,2017,649734,Diesel,39.2,3.6,2.5,24.8,8000,7183,79.3,R-404A,20.5,4,7,86631,8121,L B Nagar
VH00966,2024,39933,Hybrid,23.8,6.0,4.2,19.1,8000,5765,94.4,R-452A,13.2,-20,0,79867,499,Medchal
VH00967,2023,101285,Diesel,29.5,4.8,3.4,18.0,5000,3681,88.2,R-404A,15.5,-20,1,67523,1266,Uppal
VH00968,2020,423119,Diesel,28.5,5.0,3.5,22.6,5000,4469,79.4,R-452A,20.0,4,4,94026,5288,Uppal
VH00969,2022,288028,Diesel,37.4,3.8,2.7,18.5,5000,3388,94.2,R-404A,17.0,-20,2,115211,3600,HITEC_City_Main_Road
VH00970,2016,703944,Diesel,32.6,4.4,3.1,17.0,8000,5914,75.5,R-452A,21.4,4,8,82817,8799,PVNR_Expressway
VH00971,2015,794936,Diesel,33.8,4.2,3.0,24.7,8000,5485,74.4,R-404A,24.3,4,9,83677,9936,HITEC_City_Main_Road
VH00972,2023,120524,Diesel,28.5,5.0,3.5,18.2,8000,5409,88.4,R-404A,21.7,2,1,80349,1506,L B Nagar
VH00973,2023,165589,Diesel,33.9,4.2,3.0,16.0,20000,13522,91.0,R-452A,17.6,-18,1,110392,2069,Mehdipatnam
VH00974,2019,596167,Hybrid,24.0,5.9,4.2,12.6,12000,8936,77.6,R-452A,12.8,2,5,108394,7452,Uppal
VH00975,2022,204847,Diesel,38.5,3.7,2.6,25.0,8000,5434,83.4,R-452A,12.9,-18,2,81939,2560,L B Nagar
VH00976,2024,50767,Diesel,34.2,4.2,2.9,17.4,12000,7683,87.2,R-452A,20.2,-18,0,101534,634,Kompally
VH00977,2017,509248,Diesel,31.2,4.6,3.2,22.5,20000,15625,84.0,R-452A,12.9,-18,7,67899,6365,PVNR_Expressway
VH00978,2020,409614,Electric,0.0,6.1,4.3,12.5,20000,13034,90.5,R-452A,16.0,-18,4,91025,5120,Mehdipatnam
VH00979,2020,258259,Electric,0.0,5.6,3.9,13.4,20000,17788,79.9,R-404A,21.6,-20,4,57390,3228,Mehdipatnam
VH00980,2021,202790,Diesel,32.4,4.4,3.1,17.2,12000,8191,89.6,R-404A,12.2,4,3,57940,2534,L B Nagar
VH00981,2017,874153,Hybrid,32.3,4.4,3.1,17.1,12000,8783,76.3,R-452A,14.4,-20,7,116553,10926,HITEC_City_Main_Road
VH00982,2022,203678,Diesel,37.0,3.9,2.7,22.7,8000,5816,84.2,R-452A,17.5,-20,2,81471,2545,PVNR_Expressway
VH00983,2021,246415,Electric,0.0,6.5,4.6,18.0,5000,3137,92.9,R-452A,23.8,-20,3,70404,3080,HITEC_City_Main_Road
VH00984,2021,360078,Diesel,33.4,4.3,3.0,17.2,12000,10166,85.8,R-404A,15.7,-20,3,102879,4500,HITEC_City_Main_Road
VH00985,2020,351779,Diesel,36.4,3.9,2.7,17.8,20000,14643,79.0,R-404A,20.7,2,4,78173,4397,Medchal
VH00986,2024,34965,Diesel,26.1,5.5,3.8,18.9,12000,7630,93.3,R-404A,20.7,-18,0,69930,437,Gachibowli
VH00987,2023,99525,Hybrid,21.0,6.8,4.8,15.3,12000,7804,88.7,R-404A,24.2,2,1,66350,1244,L B Nagar
VH00988,2020,405441,Diesel,34.5,4.1,2.9,18.1,12000,8132,88.8,R-404A,24.0,-20,4,90098,5068,Mehdipatnam
VH00989,2019,456052,Diesel,43.2,3.3,2.3,17.5,12000,9466,82.8,R-452A,20.8,-20,5,82918,5700,HITEC_City_Main_Road
VH00990,2023,79540,Electric,0.0,5.9,4.2,17.7,20000,14717,95.8,R-452A,19.9,-18,1,53027,994,Uppal
VH00991,2020,493977,Hybrid,25.3,5.6,4.0,16.5,8000,5272,89.7,R-452A,10.3,2,4,109772,6174,Uppal
VH00992,2023,169605,Diesel,35.1,4.1,2.8,19.1,12000,9285,95.0,R-404A,12.1,4,1,113070,2120,L B Nagar
VH00993,2015,1130476,Diesel,35.8,4.0,2.8,16.0,12000,8390,84.7,R-404A,15.8,-20,9,118997,14130,Gachibowli
VH00994,2020,399490,Electric,0.0,5.8,4.0,13.8,5000,3126,79.7,R-404A,18.5,-20,4,88775,4993,Medchal
VH00995,2021,383128,Electric,0.0,6.3,4.4,15.6,8000,6577,89.6,R-452A,15.9,2,3,109465,4789,Kompally
VH00996,2021,244357,Diesel,33.2,4.3,3.0,22.2,12000,9814,92.0,R-452A,10.1,-20,3,69816,3054,PVNR_Expressway
VH00997,2023,157032,Hybrid,22.0,6.5,4.5,17.5,8000,4883,94.0,R-452A,17.3,2,1,104688,1962,PVNR_Expressway
VH00998,2023,123652,Diesel,34.4,4.2,2.9,22.3,12000,8274,83.9,R-404A,13.8,-18,1,82434,1545,L B Nagar
VH00999,2022,169176,Diesel,34.8,4.1,2.9,24.2,8000,5204,94.7,R-404A,23.2,4,2,67670,2114,Kompally
VH01000,2022,204982,Diesel,31.0,4.6,3.2,20.7,8000,7105,84.2,R-404A,10.2,4,2,81993,2562,Gachibowli
VH01001,2022,126794,Diesel,40.8,3.5,2.5,24.7,5000,3476,86.1,R-452A,13.1,4,2,50717,1584,Uppal
VH01002,2023,105499,Diesel,27.2,5.3,3.7,22.6,12000,10794,85.5,R-452A,17.3,-20,1,70332,1318,Uppal
VH01003,2018,677405,Diesel,39.3,3.6,2.5,16.7,20000,13172,81.8,R-452A,15.1,-20,6,104216,8467,HITEC_City_Main_Road
VH01004,2021,350114,Diesel,29.2,4.9,3.4,23.0,20000,15394,94.2,R-452A,23.9,2,3,100032,4376,L B Nagar
VH01005,2022,273897,Diesel,38.4,3.7,2.6,22.9,5000,3119,88.2,R-404A,24.5,2,2,109559,3423,PVNR_Expressway
VH01006,2020,348814,Diesel,36.2,4.0,2.8,15.5,8000,4908,80.4,R-404A,15.3,-18,4,77514,4360,HITEC_City_Main_Road
VH01007,2020,430397,Diesel,36.0,4.0,2.8,23.3,5000,3803,88.1,R-404A,18.9,2,4,95643,5379,PVNR_Expressway
VH01008,2020,397529,Diesel,35.4,4.0,2.8,24.2,5000,3923,84.3,R-452A,25.0,-18,4,88339,4969,Gachibowli
VH01009,2024,59106,Diesel,33.1,4.3,3.0,20.2,12000,8160,87.8,R-452A,21.2,-20,0,118213,738,Gachibowli
VH01010,2022,252745,Electric,0.0,6.5,4.5,10.6,20000,16238,93.1,R-452A,14.5,-20,2,101098,3159,L B Nagar
VH01011,2023,110142,Diesel,27.3,5.2,3.7,16.4,12000,9537,92.8,R-452A,13.3,-18,1,73428,1376,L B Nagar
VH01012,2023,79416,Hybrid,23.0,6.2,4.4,16.3,12000,10153,90.6,R-452A,16.4,4,1,52944,992,PVNR_Expressway
VH01013,2023,168300,Diesel,29.1,4.9,3.4,20.0,8000,6974,94.7,R-452A,23.8,2,1,112200,2103,Uppal
VH01014,2022,292993,Diesel,27.7,5.2,3.6,21.1,5000,4218,86.2,R-404A,24.8,-18,2,117197,3662,Uppal
VH01015,2021,203469,Hybrid,24.5,5.8,4.1,18.7,12000,7994,87.9,R-404A,17.7,4,3,58134,2543,Gachibowli
VH01016,2017,762462,Electric,0.0,6.5,4.5,13.5,20000,14862,80.9,R-404A,13.7,4,7,101661,9530,Uppal
VH01017,2024,30277,Diesel,36.5,3.9,2.7,21.4,20000,16364,90.9,R-404A,10.1,4,0,60554,378,PVNR_Expressway
VH01018,2016,708268,Diesel,48.4,3.0,2.1,21.8,5000,3537,76.8,R-404A,11.4,-20,8,83325,8853,L B Nagar
VH01019,2022,215734,Diesel,34.1,4.2,2.9,18.3,5000,4416,84.0,R-404A,16.9,4,2,86293,2696,L B Nagar
VH01020,2021,263591,Diesel,29.7,4.8,3.4,16.1,12000,10524,92.9,R-404A,18.6,2,3,75311,3294,HITEC_City_Main_Road
VH01021,2019,588907,Electric,0.0,6.7,4.7,12.2,20000,13864,78.2,R-404A,11.4,-20,5,107074,7361,Gachibowli
VH01022,2021,185470,Diesel,41.3,3.5,2.4,21.7,12000,7510,91.2,R-404A,14.4,4,3,52991,2318,HITEC_City_Main_Road
VH01023,2020,385625,Diesel,39.4,3.6,2.5,19.8,20000,12816,88.9,R-404A,12.3,4,4,85694,4820,Uppal
VH01024,2021,256680,Diesel,32.3,4.4,3.1,17.9,20000,13966,93.7,R-452A,18.4,-20,3,73337,3208,Gachibowli
VH01025,2019,349549,Diesel,33.1,4.3,3.0,17.7,12000,10301,85.7,R-452A,23.2,-18,5,63554,4369,L B Nagar
VH01026,2021,396984,Diesel,38.4,3.7,2.6,24.8,12000,10231,84.7,R-452A,20.4,4,3,113424,4962,Mehdipatnam
VH01027,2021,231729,Diesel,40.1,3.6,2.5,16.2,20000,15624,87.2,R-404A,14.4,-20,3,66208,2896,Kompally
VH01028,2020,393758,Diesel,32.6,4.4,3.1,15.0,5000,3756,83.7,R-452A,18.8,-20,4,87501,4921,Uppal
VH01029,2021,395101,Diesel,30.4,4.7,3.3,22.9,20000,13254,82.6,R-404A,23.0,2,3,112886,4938,PVNR_Expressway
VH01030,2023,145119,Diesel,27.6,5.2,3.6,15.8,12000,9304,94.8,R-404A,17.5,2,1,96746,1813,PVNR_Expressway
VH01031,2018,730306,Diesel,33.1,4.3,3.0,19.8,8000,4849,84.9,R-452A,23.7,4,6,112354,9128,L B Nagar
VH01032,2022,191860,Diesel,28.7,5.0,3.5,16.0,8000,4982,88.5,R-404A,12.2,2,2,76744,2398,Kompally
VH01033,2019,338331,Hybrid,25.4,5.6,3.9,16.7,12000,10624,89.3,R-404A,16.8,4,5,61514,4229,L B Nagar
VH01034,2021,229571,Diesel,36.4,3.9,2.7,15.2,5000,3537,85.2,R-404A,16.0,4,3,65591,2869,HITEC_City_Main_Road
VH01035,2019,415221,Diesel,36.4,3.9,2.7,20.4,20000,17734,85.5,R-404A,24.4,-18,5,75494,5190,L B Nagar
VH01036,2018,548745,Diesel,45.2,3.2,2.2,23.4,5000,3362,85.4,R-452A,12.6,-18,6,84422,6859,Medchal
VH01037,2023,160443,Diesel,27.7,5.2,3.6,19.2,12000,8390,89.2,R-404A,16.7,2,1,106962,2005,Uppal
VH01038,2024,35776,Diesel,39.7,3.6,2.5,21.3,12000,7634,90.6,R-452A,15.0,-20,0,71552,447,HITEC_City_Main_Road
VH01039,2023,109398,Diesel,29.6,4.8,3.4,22.7,8000,7125,85.5,R-452A,23.2,2,1,72932,1367,L B Nagar
VH01040,2024,55035,Diesel,33.4,4.3,3.0,22.2,12000,7778,87.1,R-452A,19.1,4,0,110070,687,Kompally
VH01041,2021,265917,Diesel,36.6,3.9,2.7,20.9,8000,5326,87.1,R-452A,22.3,2,3,75976,3323,L B Nagar
VH01042,2022,184656,Diesel,27.8,5.1,3.6,21.6,5000,3551,90.0,R-404A,14.2,4,2,73862,2308,Kompally
VH01043,2020,522292,Diesel,42.6,3.4,2.3,17.5,5000,3090,91.4,R-404A,20.0,2,4,116064,6528,PVNR_Expressway
VH01044,2023,172553,Diesel,39.1,3.7,2.6,15.3,5000,3445,86.7,R-452A,15.7,-18,1,115035,2156,Uppal
VH01045,2017,660146,Diesel,30.2,4.7,3.3,20.4,5000,3560,80.4,R-404A,19.6,2,7,88019,8251,HITEC_City_Main_Road
VH01046,2020,406207,Diesel,29.5,4.8,3.4,22.5,5000,3868,83.6,R-452A,10.4,2,4,90268,5077,Uppal
VH01047,2019,478779,Diesel,32.4,4.4,3.1,24.2,20000,13256,90.5,R-404A,15.1,4,5,87050,5984,HITEC_City_Main_Road
VH01048,2018,367040,Hybrid,25.9,5.5,3.9,16.7,5000,3064,87.8,R-404A,19.9,4,6,56467,4588,Uppal
VH01049,2023,150701,Diesel,26.8,5.3,3.7,21.2,20000,13206,91.7,R-404A,13.1,-20,1,100467,1883,Kompally
VH01050,2017,536540,Hybrid,31.1,4.6,3.2,15.0,5000,4405,88.1,R-452A,12.2,-18,7,71538,6706,L B Nagar
VH01051,2021,296361,Diesel,29.4,4.9,3.4,19.1,5000,3994,83.4,R-452A,17.7,2,3,84674,3704,Kompally
VH01052,2023,121413,Hybrid,27.9,5.1,3.6,13.9,20000,12267,93.0,R-452A,11.9,2,1,80942,1517,L B Nagar
VH01053,2021,405769,Diesel,34.6,4.1,2.9,15.7,12000,10368,92.5,R-452A,24.3,-20,3,115934,5072,Mehdipatnam
VH01054,2017,681112,Hybrid,30.5,4.7,3.3,19.6,5000,3689,79.6,R-452A,14.0,-18,7,90815,8513,PVNR_Expressway
VH01055,2020,458297,Diesel,38.5,3.7,2.6,15.7,5000,3394,85.3,R-452A,12.3,4,4,101843,5728,Medchal
VH01056,2024,30439,Diesel,38.8,3.7,2.6,16.2,8000,4911,97.9,R-404A,24.5,2,0,60879,380,Mehdipatnam
VH01057,2024,50937,Diesel,37.3,3.8,2.7,18.9,5000,3434,93.6,R-452A,24.5,2,0,101874,636,Medchal
VH01058,2020,433698,Diesel,37.5,3.8,2.7,19.4,20000,16171,83.7,R-404A,17.3,4,4,96377,5421,HITEC_City_Main_Road
VH01059,2022,127264,Hybrid,26.2,5.4,3.8,12.3,12000,8579,95.5,R-452A,20.1,4,2,50905,1590,L B Nagar
VH01060,2020,246827,Diesel,38.3,3.7,2.6,20.9,20000,12078,90.9,R-452A,19.3,2,4,54850,3085,L B Nagar
VH01061,2023,161847,Hybrid,23.6,6.0,4.2,14.4,20000,13615,95.2,R-452A,18.9,4,1,107898,2023,Gachibowli
VH01062,2019,437329,Diesel,32.2,4.4,3.1,22.6,20000,16571,80.3,R-452A,22.5,-20,5,79514,5466,HITEC_City_Main_Road
VH01063,2021,343719,Hybrid,29.4,4.9,3.4,15.9,8000,6759,90.0,R-404A,19.5,-18,3,98205,4296,Kompally
VH01064,2022,156383,Diesel,29.2,4.9,3.4,21.9,5000,3520,93.9,R-452A,12.0,2,2,62553,1954,PVNR_Expressway
VH01065,2018,360167,Hybrid,25.6,5.6,3.9,15.4,8000,6622,77.1,R-452A,18.9,4,6,55410,4502,Medchal
VH01066,2024,25152,Electric,0.0,6.5,4.6,10.2,8000,6416,90.0,R-404A,24.9,-20,0,50305,314,Medchal
VH01067,2024,28259,Diesel,39.6,3.6,2.5,18.8,20000,13492,97.1,R-452A,13.7,-18,0,56518,353,HITEC_City_Main_Road
VH01068,2021,394679,Hybrid,28.4,5.0,3.5,17.2,20000,13360,82.2,R-404A,23.8,2,3,112765,4933,HITEC_City_Main_Road
VH01069,2023,110513,Diesel,38.5,3.7,2.6,24.3,12000,8754,93.5,R-452A,24.9,-18,1,73675,1381,PVNR_Expressway
VH01070,2024,44732,Diesel,37.8,3.8,2.6,19.5,20000,13681,90.1,R-404A,24.6,4,0,89464,559,Medchal
VH01071,2018,683422,Electric,0.0,6.2,4.3,10.0,5000,4245,77.4,R-452A,13.7,2,6,105141,8542,Mehdipatnam
VH01072,2018,446669,Diesel,30.1,4.7,3.3,21.7,5000,3226,84.9,R-452A,16.4,-20,6,68718,5583,Kompally
VH01073,2017,417823,Diesel,35.2,4.1,2.8,18.7,20000,12101,84.5,R-452A,15.0,-20,7,55709,5222,Uppal
VH01074,2020,244526,Diesel,29.7,4.8,3.4,19.6,8000,7011,90.1,R-404A,24.8,4,4,54339,3056,L B Nagar
VH01075,2022,286280,Diesel,28.4,5.0,3.5,19.6,8000,6545,82.5,R-404A,19.8,-18,2,114512,3578,Mehdipatnam
VH01076,2021,418192,Electric,0.0,6.3,4.4,14.7,12000,7395,85.6,R-404A,23.5,-20,3,119483,5227,Kompally
VH01077,2016,886114,Diesel,31.9,4.5,3.1,21.7,5000,4094,78.3,R-404A,14.6,4,8,104248,11076,HITEC_City_Main_Road
VH01078,2022,238777,Diesel,30.3,4.7,3.3,17.6,5000,4424,91.0,R-404A,23.3,-18,2,95510,2984,Medchal
VH01079,2023,105341,Diesel,28.7,5.0,3.5,16.1,12000,7427,95.7,R-404A,12.1,2,1,70227,1316,PVNR_Expressway
VH01080,2020,365218,Diesel,38.4,3.7,2.6,23.3,5000,4342,84.9,R-404A,24.6,-18,4,81159,4565,PVNR_Expressway
VH01081,2024,52133,Diesel,29.6,4.8,3.4,15.8,20000,13332,90.2,R-404A,14.7,4,0,104266,651,Gachibowli
VH01082,2024,59697,Diesel,27.7,5.2,3.6,21.8,5000,3799,97.9,R-404A,22.4,2,0,119395,746,L B Nagar
VH01083,2017,721690,Diesel,41.3,3.5,2.4,19.5,12000,10362,81.3,R-404A,10.0,4,7,96225,9021,Gachibowli
VH01084,2021,380475,Diesel,28.6,5.0,3.5,22.9,5000,4047,94.3,R-404A,18.7,2,3,108707,4755,L B Nagar
VH01085,2022,147284,Diesel,31.2,4.6,3.2,17.2,8000,5169,89.5,R-404A,19.8,-20,2,58913,1841,Mehdipatnam
VH01086,2019,472121,Diesel,28.9,4.9,3.5,17.0,12000,10011,89.1,R-452A,16.0,-18,5,85840,5901,Kompally
VH01087,2021,327157,Hybrid,25.9,5.5,3.9,17.6,8000,5768,94.0,R-404A,21.6,4,3,93473,4089,Uppal
VH01088,2020,351173,Diesel,31.0,4.6,3.2,20.0,5000,3143,82.2,R-404A,23.8,-20,4,78038,4389,Kompally
VH01089,2022,259709,Diesel,32.1,4.5,3.1,15.8,20000,13562,91.0,R-452A,15.7,4,2,103883,3246,Kompally
VH01090,2020,356933,Diesel,41.4,3.4,2.4,16.5,12000,9421,86.9,R-404A,12.8,-18,4,79318,4461,Uppal
VH01091,2023,105874,Diesel,27.3,5.2,3.7,22.0,20000,15091,95.5,R-404A,21.7,-20,1,70582,1323,HITEC_City_Main_Road
VH01092,2019,303923,Diesel,40.5,3.5,2.5,16.0,20000,15967,81.8,R-452A,22.0,2,5,55258,3799,Kompally
VH01093,2019,317594,Diesel,44.5,3.2,2.2,15.1,12000,9054,91.4,R-404A,17.5,-20,5,57744,3969,L B Nagar
VH01094,2021,380066,Hybrid,29.8,4.8,3.4,19.5,8000,6862,88.1,R-404A,24.3,2,3,108590,4750,PVNR_Expressway
VH01095,2020,472910,Diesel,33.9,4.2,3.0,15.1,20000,16097,90.8,R-404A,19.2,-20,4,105091,5911,L B Nagar
VH01096,2019,288690,Diesel,38.8,3.7,2.6,22.7,12000,9219,85.8,R-452A,10.7,-18,5,52489,3608,Medchal
VH01097,2020,298670,Diesel,37.2,3.8,2.7,16.5,12000,10204,88.3,R-452A,15.6,-18,4,66371,3733,Uppal
VH01098,2024,26526,Diesel,36.7,3.9,2.7,15.3,12000,10001,91.1,R-452A,23.3,-20,0,53052,331,L B Nagar
VH01099,2021,249269,Hybrid,27.2,5.2,3.7,19.4,8000,5174,82.2,R-404A,24.6,2,3,71219,3115,Kompally
