route,time_start,time_end,range_km,freeFlowSpeed,currentSpeed,freeFlowTravelTime,currentTravelTime,traffic_index,day_of_the_week,season,most_probable_vehicle_type,pollution_index,date,is_peak,distribution_cost,customer_satisfaction,quality_score,time_deviation,vehicle_id
L B Nagar,05:00:00,06:00:00,8.0,52,51,9,9,10,Friday,Winter,2W,0.2,2025-01-03,0,336.25,5.0,88.6,-2.6,VH36662
PVNR_Expressway,05:00:00,06:00:00,11.6,86,85,8,8,10,Friday,Winter,2W,0.2,2025-01-03,0,108.19,5.0,79.8,-2.4,VH18818
HITEC_City_Main_Road,05:00:00,06:00:00,8.5,56,52,9,9,10,Friday,Winter,2W,0.2,2025-01-03,0,345.26,5.0,85.5,-2.1,VH04492
Kompally,06:00:00,07:00:00,6.0,83,78,4,4,10,Friday,Winter,4W,0.2,2025-01-03,0,184.02,5.0,97.5,-1.1,VH20097
Gachibowli,06:00:00,07:00:00,7.5,68,63,6,7,10,Friday,Winter,4W,0.2,2025-01-03,0,342.16,5.0,81.9,-1.5,VH14847
Uppal,06:00:00,07:00:00,15.0,48,44,18,20,10,Friday,Winter,4W,0.2,2025-01-03,0,638.84,5.0,88.2,-4.2,VH28443
Mehdipatnam,06:00:00,07:00:00,5.0,52,50,5,5,10,Friday,Winter,2W,0.2,2025-01-03,0,284.35,5.0,76.2,-1.6,VH08666
Medchal,06:00:00,07:00:00,12.0,93,92,7,7,10,Friday,Winter,2W,0.2,2025-01-03,0,507.49,5.0,86.1,-2.3,VH36880
L B Nagar,06:00:00,07:00:00,8.0,50,47,9,10,10,Friday,Winter,2W,0.2,2025-01-03,0,395.98,5.0,71.7,-2.4,VH34662
PVNR_Expressway,06:00:00,07:00:00,11.6,94,91,7,7,10,Friday,Winter,4W,0.2,2025-01-03,0,468.12,5.0,83.9,-2.0,VH13527
HITEC_City_Main_Road,06:00:00,07:00:00,8.5,65,61,7,8,10,Friday,Winter,4W,0.2,2025-01-03,0,315.6,5.0,87.0,-1.9,VH04235
Kompally,07:00:00,08:00:00,6.0,81,77,4,4,10,Friday,Winter,4W,0.2,2025-01-03,0,333.08,5.0,83.2,-1.1,VH39179
Gachibowli,07:00:00,08:00:00,7.5,67,65,6,6,10,Friday,Winter,3W,0.2,2025-01-03,0,405.21,5.0,82.6,-1.8,VH29325
Uppal,07:00:00,08:00:00,15.0,51,48,17,18,10,Friday,Winter,2W,0.2,2025-01-03,0,607.15,5.0,85.8,-4.5,VH36297
Mehdipatnam,07:00:00,08:00:00,5.0,58,56,5,5,10,Friday,Winter,3W,0.2,2025-01-03,0,181.47,5.0,95.7,-1.4,VH00563
Medchal,07:00:00,08:00:00,12.0,87,86,8,8,10,Friday,Winter,HCV,0.2,2025-01-03,0,74.61,5.0,97.5,-2.5,VH31980
L B Nagar,07:00:00,08:00:00,8.0,52,47,9,10,10,Friday,Winter,HCV,0.2,2025-01-03,0,287.36,5.0,85.1,-1.9,VH01185
PVNR_Expressway,07:00:00,08:00:00,11.6,91,89,7,7,10,Friday,Winter,4W,0.2,2025-01-03,0,366.68,5.0,97.5,-2.1,VH24845
HITEC_City_Main_Road,07:00:00,08:00:00,8.5,69,65,7,7,10,Friday,Winter,2W,0.2,2025-01-03,0,89.76,5.0,85.1,-1.8,VH04064
Kompally,08:00:00,09:00:00,6.0,89,58,4,6,34,Friday,Winter,HCV,0.441,2025-01-03,1,343.64,5.0,81.7,0.9,VH10705
Gachibowli,08:00:00,09:00:00,7.5,57,31,7,14,44,Friday,Winter,3W,0.542,2025-01-03,1,449.86,5.0,57.0,3.9,VH27679
Uppal,08:00:00,09:00:00,15.0,45,29,20,30,34,Friday,Winter,4W,0.445,2025-01-03,1,662.44,5.0,78.8,4.6,VH18747
Mehdipatnam,08:00:00,09:00:00,5.0,51,38,5,7,25,Friday,Winter,3W,0.353,2025-01-03,1,260.68,5.0,80.6,0.2,VH14363
Medchal,08:00:00,09:00:00,12.0,94,51,7,13,45,Friday,Winter,4W,0.552,2025-01-03,1,531.79,5.0,84.1,4.0,VH29502
L B Nagar,08:00:00,09:00:00,8.0,50,36,9,13,27,Friday,Winter,4W,0.38,2025-01-03,1,174.23,5.0,67.7,0.8,VH15668
PVNR_Expressway,08:00:00,09:00:00,11.6,82,65,8,10,20,Friday,Winter,HCV,0.304,2025-01-03,1,393.64,5.0,94.9,-0.4,VH09993
HITEC_City_Main_Road,08:00:00,09:00:00,8.5,68,33,7,15,51,Friday,Winter,4W,0.612,2025-01-03,1,484.94,5.0,66.5,5.6,VH04891
Kompally,09:00:00,10:00:00,6.0,86,59,4,6,30,Friday,Winter,HCV,0.403,2025-01-03,1,307.12,5.0,74.4,0.6,VH35018
Gachibowli,09:00:00,10:00:00,7.5,63,42,7,10,31,Friday,Winter,2W,0.419,2025-01-03,1,357.06,5.0,79.6,1.2,VH18392
Uppal,09:00:00,10:00:00,15.0,57,35,15,25,38,Friday,Winter,4W,0.482,2025-01-03,1,180.82,5.0,85.4,5.0,VH24668
Mehdipatnam,09:00:00,10:00:00,5.0,56,37,5,8,33,Friday,Winter,2W,0.431,2025-01-03,1,239.71,5.0,85.9,1.0,VH01405
Medchal,09:00:00,10:00:00,12.0,81,71,8,10,11,Friday,Winter,4W,0.214,2025-01-03,1,360.72,5.0,96.4,-1.5,VH15983
L B Nagar,09:00:00,10:00:00,8.0,45,33,10,14,24,Friday,Winter,4W,0.349,2025-01-03,1,373.16,5.0,71.3,0.3,VH35997
PVNR_Expressway,09:00:00,10:00:00,11.6,86,59,8,11,30,Friday,Winter,4W,0.407,2025-01-03,1,407.63,5.0,92.3,1.2,VH28281
HITEC_City_Main_Road,09:00:00,10:00:00,8.5,62,41,8,12,32,Friday,Winter,4W,0.427,2025-01-03,1,174.07,5.0,68.4,1.5,VH25902
Kompally,10:00:00,11:00:00,6.0,91,58,3,6,35,Friday,Winter,HCV,0.457,2025-01-03,1,314.59,5.0,83.9,1.0,VH25988
Gachibowli,10:00:00,11:00:00,7.5,65,29,6,15,54,Friday,Winter,4W,0.646,2025-01-03,1,368.0,5.0,78.4,6.3,VH16090
Uppal,10:00:00,11:00:00,15.0,49,22,18,39,53,Friday,Winter,3W,0.64,2025-01-03,1,946.54,5.0,55.9,16.0,VH09045
Mehdipatnam,10:00:00,11:00:00,5.0,49,23,6,12,51,Friday,Winter,2W,0.613,2025-01-03,1,194.85,5.0,69.5,4.6,VH01063
Medchal,10:00:00,11:00:00,12.0,91,56,7,12,38,Friday,Winter,4W,0.483,2025-01-03,1,517.95,5.0,68.1,2.5,VH39352
L B Nagar,10:00:00,11:00:00,8.0,46,31,10,15,31,Friday,Winter,3W,0.411,2025-01-03,1,360.92,5.0,70.8,1.6,VH29998
PVNR_Expressway,10:00:00,11:00:00,11.6,92,69,7,10,24,Friday,Winter,HCV,0.35,2025-01-03,1,536.22,5.0,71.4,0.3,VH20849
HITEC_City_Main_Road,10:00:00,11:00:00,8.5,64,30,7,16,52,Friday,Winter,4W,0.625,2025-01-03,1,563.93,5.0,70.2,6.4,VH01666
Kompally,11:00:00,12:00:00,6.0,87,71,4,5,17,Friday,Winter,4W,0.279,2025-01-03,1,247.64,5.0,84.3,-0.3,VH32969
Gachibowli,11:00:00,12:00:00,7.5,64,27,7,16,57,Friday,Winter,4W,0.677,2025-01-03,1,428.66,5.0,75.1,7.5,VH35904
Uppal,11:00:00,12:00:00,15.0,53,21,16,42,60,Friday,Winter,3W,0.7,2025-01-03,1,880.01,5.0,61.5,20.4,VH35993
Mehdipatnam,11:00:00,12:00:00,5.0,55,25,5,11,52,Friday,Winter,2W,0.628,2025-01-03,1,331.81,5.0,69.9,4.5,VH03429
Medchal,11:00:00,12:00:00,12.0,85,55,8,12,34,Friday,Winter,HCV,0.447,2025-01-03,1,466.26,5.0,63.6,2.0,VH07254
L B Nagar,11:00:00,12:00:00,8.0,52,23,9,20,54,Friday,Winter,2W,0.644,2025-01-03,1,239.66,5.0,68.0,8.2,VH37447
PVNR_Expressway,11:00:00,12:00:00,11.6,89,64,7,10,27,Friday,Winter,HCV,0.376,2025-01-03,1,550.79,5.0,76.0,0.6,VH29896
HITEC_City_Main_Road,11:00:00,12:00:00,8.5,69,37,7,13,45,Friday,Winter,2W,0.554,2025-01-03,1,396.56,5.0,85.5,3.9,VH39012
Kompally,12:00:00,13:00:00,6.0,80,67,4,5,15,Friday,Winter,HCV,0.252,2025-01-03,0,395.7,5.0,62.9,-0.5,VH29376
Gachibowli,12:00:00,13:00:00,7.5,58,48,7,9,16,Friday,Winter,4W,0.263,2025-01-03,0,292.25,5.0,95.9,-0.8,VH36055
Uppal,12:00:00,13:00:00,15.0,53,53,16,16,10,Friday,Winter,3W,0.2,2025-01-03,0,448.78,5.0,95.6,-5.1,VH28915
Mehdipatnam,12:00:00,13:00:00,5.0,53,48,5,6,10,Friday,Winter,4W,0.2,2025-01-03,0,233.18,5.0,79.5,-1.2,VH04512
Medchal,12:00:00,13:00:00,12.0,82,48,8,14,40,Friday,Winter,HCV,0.506,2025-01-03,0,437.6,5.0,88.9,3.4,VH14676
L B Nagar,12:00:00,13:00:00,8.0,56,56,8,8,10,Friday,Winter,HCV,0.2,2025-01-03,0,354.26,5.0,80.9,-2.6,VH06937
PVNR_Expressway,12:00:00,13:00:00,11.6,88,51,7,13,41,Friday,Winter,2W,0.516,2025-01-03,0,503.91,5.0,69.8,3.3,VH23696
HITEC_City_Main_Road,12:00:00,13:00:00,8.5,60,60,8,8,10,Friday,Winter,4W,0.2,2025-01-03,0,277.35,5.0,81.9,-2.6,VH28085
Kompally,13:00:00,14:00:00,6.0,92,55,3,6,40,Friday,Winter,HCV,0.501,2025-01-03,0,306.21,5.0,77.5,1.4,VH32416
Gachibowli,13:00:00,14:00:00,7.5,56,56,8,8,10,Friday,Winter,2W,0.2,2025-01-03,0,356.08,5.0,81.9,-2.4,VH05404
Uppal,13:00:00,14:00:00,15.0,45,45,20,20,10,Friday,Winter,2W,0.2,2025-01-03,0,669.93,5.0,89.2,-6.0,VH16344
Mehdipatnam,13:00:00,14:00:00,5.0,56,56,5,5,10,Friday,Winter,4W,0.2,2025-01-03,0,251.74,5.0,87.3,-1.6,VH02765
Medchal,13:00:00,14:00:00,12.0,82,60,8,11,25,Friday,Winter,4W,0.356,2025-01-03,0,536.42,5.0,78.0,0.4,VH27900
L B Nagar,13:00:00,14:00:00,8.0,47,47,10,10,10,Friday,Winter,2W,0.2,2025-01-03,0,285.65,5.0,91.9,-3.1,VH27254
PVNR_Expressway,13:00:00,14:00:00,11.6,88,55,7,12,37,Friday,Winter,HCV,0.473,2025-01-03,0,434.93,5.0,81.5,2.3,VH22110
HITEC_City_Main_Road,13:00:00,14:00:00,8.5,59,59,8,8,10,Friday,Winter,4W,0.2,2025-01-03,0,331.06,5.0,97.5,-2.6,VH33719
Kompally,14:00:00,15:00:00,6.0,87,62,4,5,28,Friday,Winter,4W,0.38,2025-01-03,0,133.74,5.0,73.0,0.4,VH12161
Gachibowli,14:00:00,15:00:00,7.5,67,59,6,7,10,Friday,Winter,2W,0.205,2025-01-03,0,227.38,5.0,89.0,-1.2,VH21505
Uppal,14:00:00,15:00:00,15.0,54,54,16,16,10,Friday,Winter,3W,0.2,2025-01-03,0,507.14,5.0,89.2,-5.0,VH24341
Mehdipatnam,14:00:00,15:00:00,5.0,49,49,6,6,10,Friday,Winter,4W,0.2,2025-01-03,0,204.73,5.0,97.5,-1.8,VH26175
Medchal,14:00:00,15:00:00,12.0,88,63,8,11,27,Friday,Winter,4W,0.373,2025-01-03,0,410.37,5.0,80.6,0.6,VH18406
L B Nagar,14:00:00,15:00:00,8.0,54,54,8,8,10,Friday,Winter,3W,0.2,2025-01-03,0,320.64,5.0,81.9,-2.7,VH38018
PVNR_Expressway,14:00:00,15:00:00,11.6,87,74,8,9,14,Friday,Winter,HCV,0.247,2025-01-03,0,467.44,5.0,74.1,-1.0,VH29178
HITEC_City_Main_Road,14:00:00,15:00:00,8.5,59,59,8,8,10,Friday,Winter,4W,0.2,2025-01-03,0,384.54,5.0,81.3,-2.6,VH39031
Kompally,15:00:00,16:00:00,6.0,90,56,4,6,36,Friday,Winter,4W,0.467,2025-01-03,0,322.4,5.0,66.2,1.1,VH34930
Gachibowli,15:00:00,16:00:00,7.5,63,53,7,8,15,Friday,Winter,4W,0.256,2025-01-03,0,304.34,5.0,84.1,-0.8,VH29615
Uppal,15:00:00,16:00:00,15.0,53,53,16,16,10,Friday,Winter,2W,0.2,2025-01-03,0,617.53,5.0,96.6,-5.1,VH00554
Mehdipatnam,15:00:00,16:00:00,5.0,45,45,6,6,10,Friday,Winter,2W,0.2,2025-01-03,0,312.48,5.0,62.7,-2.0,VH24068
Medchal,15:00:00,16:00:00,12.0,90,74,8,9,17,Friday,Winter,4W,0.27,2025-01-03,0,539.38,5.0,65.6,-0.8,VH13138
L B Nagar,15:00:00,16:00:00,8.0,53,53,9,9,10,Friday,Winter,2W,0.2,2025-01-03,0,362.55,5.0,67.9,-2.7,VH04159
PVNR_Expressway,15:00:00,16:00:00,11.6,87,50,8,13,41,Friday,Winter,2W,0.518,2025-01-03,0,522.74,5.0,79.8,3.3,VH23552
HITEC_City_Main_Road,15:00:00,16:00:00,8.5,68,68,7,7,10,Friday,Winter,2W,0.2,2025-01-03,0,329.54,5.0,94.5,-2.2,VH20510
Kompally,16:00:00,17:00:00,6.0,83,60,4,5,27,Friday,Winter,4W,0.371,2025-01-03,0,273.86,5.0,87.4,0.3,VH14815
Gachibowli,16:00:00,17:00:00,7.5,56,56,8,8,10,Friday,Winter,4W,0.2,2025-01-03,0,289.25,5.0,92.6,-2.4,VH30096
Uppal,16:00:00,17:00:00,15.0,53,53,16,16,10,Friday,Winter,4W,0.2,2025-01-03,0,775.33,5.0,70.2,-5.1,VH36903
Mehdipatnam,16:00:00,17:00:00,5.0,53,53,5,5,10,Friday,Winter,2W,0.2,2025-01-03,0,242.99,5.0,72.8,-1.7,VH32486
Medchal,16:00:00,17:00:00,12.0,93,45,7,15,51,Friday,Winter,HCV,0.615,2025-01-03,0,616.15,5.0,73.5,5.9,VH17993
L B Nagar,16:00:00,17:00:00,8.0,46,46,10,10,10,Friday,Winter,4W,0.2,2025-01-03,0,366.73,5.0,84.0,-3.1,VH13030
PVNR_Expressway,16:00:00,17:00:00,11.6,81,55,8,12,31,Friday,Winter,2W,0.417,2025-01-03,0,429.19,5.0,86.1,1.4,VH33030
HITEC_City_Main_Road,16:00:00,17:00:00,8.5,56,50,9,10,10,Friday,Winter,2W,0.2,2025-01-03,0,394.46,5.0,95.4,-1.8,VH28861
Kompally,17:00:00,18:00:00,6.0,91,70,3,5,22,Friday,Winter,4W,0.33,2025-01-03,1,120.42,5.0,75.4,-0.0,VH28151
Gachibowli,17:00:00,18:00:00,7.5,60,33,7,13,43,Friday,Winter,4W,0.535,2025-01-03,1,353.76,5.0,78.5,3.5,VH38375
Uppal,17:00:00,18:00:00,15.0,53,23,16,37,54,Friday,Winter,2W,0.648,2025-01-03,1,723.77,5.0,73.2,15.5,VH27608
Mehdipatnam,17:00:00,18:00:00,5.0,52,29,5,10,43,Friday,Winter,4W,0.539,2025-01-03,1,285.76,5.0,74.5,2.8,VH26369
Medchal,17:00:00,18:00:00,12.0,83,61,8,11,25,Friday,Winter,2W,0.356,2025-01-03,1,451.86,5.0,76.3,0.4,VH10620
L B Nagar,17:00:00,18:00:00,8.0,54,36,8,13,32,Friday,Winter,2W,0.421,2025-01-03,1,278.88,5.0,86.0,1.5,VH17187
PVNR_Expressway,17:00:00,18:00:00,11.6,94,65,7,10,30,Friday,Winter,HCV,0.405,2025-01-03,1,435.34,5.0,88.2,1.0,VH24755
HITEC_City_Main_Road,17:00:00,18:00:00,8.5,64,35,7,14,45,Friday,Winter,4W,0.551,2025-01-03,1,392.2,5.0,69.1,4.2,VH27742
Kompally,18:00:00,19:00:00,6.0,91,55,3,6,38,Friday,Winter,4W,0.488,2025-01-03,1,341.88,5.0,65.0,1.3,VH26163
Gachibowli,18:00:00,19:00:00,7.5,68,42,6,10,37,Friday,Winter,4W,0.472,2025-01-03,1,294.3,5.0,79.0,1.9,VH21331
Uppal,18:00:00,19:00:00,15.0,55,39,16,22,27,Friday,Winter,2W,0.379,2025-01-03,1,594.94,5.0,92.1,1.4,VH27571
Mehdipatnam,18:00:00,19:00:00,5.0,48,30,6,9,36,Friday,Winter,4W,0.46,2025-01-03,1,347.71,5.0,75.8,1.6,VH11212
Medchal,18:00:00,19:00:00,12.0,81,51,8,13,35,Friday,Winter,HCV,0.459,2025-01-03,1,511.26,5.0,81.0,2.3,VH03730
L B Nagar,18:00:00,19:00:00,8.0,49,22,9,21,54,Friday,Winter,2W,0.644,2025-01-03,1,448.06,5.0,84.9,8.7,VH09933
PVNR_Expressway,18:00:00,19:00:00,11.6,92,73,7,9,20,Friday,Winter,HCV,0.304,2025-01-03,1,362.39,5.0,81.4,-0.3,VH35536
HITEC_City_Main_Road,18:00:00,19:00:00,8.5,68,32,7,15,52,Friday,Winter,2W,0.627,2025-01-03,1,408.25,5.0,81.6,6.1,VH09469
Kompally,19:00:00,20:00:00,6.0,89,53,4,6,39,Friday,Winter,HCV,0.495,2025-01-03,1,114.4,5.0,90.0,1.4,VH25733
Gachibowli,19:00:00,20:00:00,7.5,55,30,8,14,44,Friday,Winter,4W,0.542,2025-01-03,1,368.32,5.0,89.0,4.0,VH07619
Uppal,19:00:00,20:00:00,15.0,54,20,16,43,61,Friday,Winter,4W,0.716,2025-01-03,1,406.07,5.0,52.4,21.8,VH08601
Mehdipatnam,19:00:00,20:00:00,5.0,48,39,6,7,17,Friday,Winter,4W,0.278,2025-01-03,1,241.4,5.0,88.8,-0.5,VH37065
Medchal,19:00:00,20:00:00,12.0,89,53,8,13,40,Friday,Winter,4W,0.502,2025-01-03,1,435.14,5.0,85.0,3.0,VH38749
L B Nagar,19:00:00,20:00:00,8.0,47,39,10,12,15,Friday,Winter,2W,0.257,2025-01-03,1,293.25,5.0,83.0,-1.2,VH13058
PVNR_Expressway,19:00:00,20:00:00,11.6,85,56,8,12,33,Friday,Winter,4W,0.437,2025-01-03,1,397.72,5.0,80.8,1.7,VH01360
HITEC_City_Main_Road,19:00:00,20:00:00,8.5,57,31,8,16,45,Friday,Winter,4W,0.555,2025-01-03,1,435.92,5.0,73.6,4.8,VH34319
Kompally,20:00:00,21:00:00,6.0,81,50,4,7,38,Friday,Winter,2W,0.482,2025-01-03,1,283.25,5.0,81.9,1.4,VH37407
Gachibowli,20:00:00,21:00:00,7.5,69,29,6,15,56,Friday,Winter,2W,0.666,2025-01-03,1,356.27,5.0,73.7,6.5,VH10918
Uppal,20:00:00,21:00:00,15.0,47,22,19,40,53,Friday,Winter,2W,0.63,2025-01-03,1,736.78,5.0,73.0,15.9,VH39826
Mehdipatnam,20:00:00,21:00:00,5.0,50,39,6,7,21,Friday,Winter,4W,0.317,2025-01-03,1,107.48,5.0,81.1,-0.1,VH33685
Medchal,20:00:00,21:00:00,12.0,94,59,7,12,36,Friday,Winter,HCV,0.468,2025-01-03,1,405.43,5.0,80.8,2.2,VH14076
L B Nagar,20:00:00,21:00:00,8.0,45,36,10,13,19,Friday,Winter,2W,0.291,2025-01-03,1,334.41,5.0,90.0,-0.7,VH06627
PVNR_Expressway,20:00:00,21:00:00,11.6,88,52,7,13,40,Friday,Winter,4W,0.502,2025-01-03,1,468.65,5.0,68.5,2.9,VH07033
HITEC_City_Main_Road,20:00:00,21:00:00,8.5,61,37,8,13,37,Friday,Winter,2W,0.479,2025-01-03,1,364.28,5.0,73.1,2.6,VH26755
Kompally,21:00:00,22:00:00,6.0,91,66,3,5,27,Friday,Winter,HCV,0.373,2025-01-03,1,304.51,5.0,73.8,0.3,VH30880
Gachibowli,21:00:00,22:00:00,7.5,61,30,7,14,49,Friday,Winter,2W,0.599,2025-01-03,1,323.81,5.0,86.5,5.1,VH12390
Uppal,21:00:00,22:00:00,15.0,50,36,18,24,26,Friday,Winter,2W,0.368,2025-01-03,1,505.64,5.0,86.5,1.2,VH31720
Mehdipatnam,21:00:00,22:00:00,5.0,51,24,5,12,51,Friday,Winter,4W,0.617,2025-01-03,1,371.24,5.0,71.6,4.5,VH02645
Medchal,21:00:00,22:00:00,12.0,86,74,8,9,12,Friday,Winter,HCV,0.23,2025-01-03,1,408.07,5.0,96.8,-1.3,VH18624
L B Nagar,21:00:00,22:00:00,8.0,52,23,9,20,55,Friday,Winter,2W,0.656,2025-01-03,1,479.77,5.0,68.8,8.8,VH30913
PVNR_Expressway,21:00:00,22:00:00,11.6,87,71,8,9,17,Friday,Winter,4W,0.279,2025-01-03,1,556.19,5.0,81.4,-0.7,VH21057
HITEC_City_Main_Road,21:00:00,22:00:00,8.5,61,35,8,14,41,Friday,Winter,4W,0.518,2025-01-03,1,330.8,5.0,75.4,3.5,VH06847
Kompally,22:00:00,23:00:00,6.0,90,89,4,4,10,Friday,Winter,4W,0.2,2025-01-03,0,228.97,5.0,94.5,-1.2,VH03065
Gachibowli,22:00:00,23:00:00,7.5,60,57,7,7,10,Friday,Winter,4W,0.2,2025-01-03,0,97.86,5.0,82.6,-1.9,VH34537
Uppal,22:00:00,23:00:00,15.0,49,47,18,18,10,Friday,Winter,2W,0.2,2025-01-03,0,135.18,5.0,80.2,-5.1,VH36908
Mehdipatnam,22:00:00,23:00:00,5.0,50,46,6,6,10,Friday,Winter,4W,0.2,2025-01-03,0,83.66,5.0,85.8,-1.4,VH18180
Medchal,22:00:00,23:00:00,12.0,93,90,7,7,10,Friday,Winter,HCV,0.2,2025-01-03,0,376.54,5.0,85.9,-2.2,VH34389
L B Nagar,22:00:00,23:00:00,8.0,51,46,9,10,10,Friday,Winter,2W,0.2,2025-01-03,0,373.94,5.0,72.3,-1.8,VH37519
PVNR_Expressway,22:00:00,23:00:00,11.6,87,83,8,8,10,Friday,Winter,4W,0.2,2025-01-03,0,370.2,5.0,97.5,-2.1,VH14966
HITEC_City_Main_Road,22:00:00,23:00:00,8.5,65,62,7,8,10,Friday,Winter,4W,0.2,2025-01-03,0,256.18,5.0,88.9,-2.0,VH13906
Kompally,23:00:00,00:00:00,6.0,87,85,4,4,10,Friday,Winter,2W,0.2,2025-01-03,0,251.97,5.0,80.9,-1.1,VH25885
Gachibowli,23:00:00,00:00:00,7.5,61,56,7,7,10,Friday,Winter,2W,0.2,2025-01-03,0,335.01,5.0,81.3,-1.6,VH05660
Uppal,23:00:00,00:00:00,15.0,45,41,20,21,10,Friday,Winter,3W,0.2,2025-01-03,0,633.18,5.0,85.1,-4.3,VH25561
Mehdipatnam,23:00:00,00:00:00,5.0,47,44,6,6,10,Friday,Winter,4W,0.2,2025-01-03,0,211.44,5.0,97.5,-1.5,VH35801
Medchal,23:00:00,00:00:00,12.0,91,87,7,8,10,Friday,Winter,2W,0.2,2025-01-03,0,427.62,5.0,97.5,-2.1,VH02510
L B Nagar,23:00:00,00:00:00,8.0,51,48,9,9,10,Friday,Winter,3W,0.2,2025-01-03,0,286.51,5.0,83.2,-2.3,VH30626
PVNR_Expressway,23:00:00,00:00:00,11.6,85,81,8,8,10,Friday,Winter,2W,0.2,2025-01-03,0,455.08,5.0,88.2,-2.1,VH29138
HITEC_City_Main_Road,23:00:00,00:00:00,8.5,69,67,7,7,10,Friday,Winter,3W,0.2,2025-01-03,0,387.07,5.0,87.0,-2.1,VH06081
Kompally,00:00:00,01:00:00,6.0,86,83,4,4,10,Saturday,Winter,4W,0.2,2025-01-04,0,231.66,5.0,89.1,-1.1,VH07042
Gachibowli,00:00:00,01:00:00,7.5,62,57,7,7,10,Saturday,Winter,4W,0.2,2025-01-04,0,334.54,5.0,68.7,-1.7,VH03206
Uppal,00:00:00,01:00:00,15.0,53,49,16,18,10,Saturday,Winter,HCV,0.2,2025-01-04,0,507.78,5.0,84.3,-3.8,VH21769
Mehdipatnam,00:00:00,01:00:00,5.0,49,45,6,6,10,Saturday,Winter,4W,0.2,2025-01-04,0,70.1,5.0,90.0,-1.4,VH17263
Medchal,00:00:00,01:00:00,12.0,86,83,8,8,10,Saturday,Winter,2W,0.2,2025-01-04,0,460.33,5.0,88.9,-2.2,VH37593
L B Nagar,00:00:00,01:00:00,8.0,45,44,10,10,10,Saturday,Winter,3W,0.2,2025-01-04,0,360.33,5.0,97.5,-3.2,VH39631
PVNR_Expressway,00:00:00,01:00:00,11.6,91,89,7,7,10,Saturday,Winter,2W,0.2,2025-01-04,0,514.72,5.0,81.9,-2.2,VH08921
HITEC_City_Main_Road,00:00:00,01:00:00,8.5,59,54,8,9,10,Saturday,Winter,2W,0.2,2025-01-04,0,306.82,5.0,86.1,-1.9,VH27752
Kompally,01:00:00,02:00:00,6.0,93,91,3,3,10,Saturday,Winter,2W,0.2,2025-01-04,0,277.69,5.0,74.9,-1.1,VH15711
Gachibowli,01:00:00,02:00:00,7.5,56,55,8,8,10,Saturday,Winter,4W,0.2,2025-01-04,0,359.76,5.0,74.4,-2.3,VH25435
Uppal,01:00:00,02:00:00,15.0,47,46,19,19,10,Saturday,Winter,2W,0.2,2025-01-04,0,390.18,5.0,97.5,-5.6,VH38394
Mehdipatnam,01:00:00,02:00:00,5.0,58,55,5,5,10,Saturday,Winter,4W,0.2,2025-01-04,0,96.49,5.0,81.1,-1.3,VH10883
Medchal,01:00:00,02:00:00,12.0,92,91,7,7,10,Saturday,Winter,4W,0.2,2025-01-04,0,466.97,5.0,79.2,-2.3,VH19306
L B Nagar,01:00:00,02:00:00,8.0,55,53,8,9,10,Saturday,Winter,2W,0.2,2025-01-04,0,245.02,5.0,88.1,-2.3,VH20409
PVNR_Expressway,01:00:00,02:00:00,11.6,87,82,8,8,10,Saturday,Winter,2W,0.2,2025-01-04,0,501.81,5.0,74.1,-1.9,VH27499
HITEC_City_Main_Road,01:00:00,02:00:00,8.5,60,59,8,8,10,Saturday,Winter,4W,0.2,2025-01-04,0,405.81,5.0,80.6,-2.5,VH04669
Kompally,02:00:00,03:00:00,6.0,93,92,3,3,10,Saturday,Winter,HCV,0.2,2025-01-04,0,304.94,5.0,78.4,-1.1,VH26994
Gachibowli,02:00:00,03:00:00,7.5,68,66,6,6,10,Saturday,Winter,4W,0.2,2025-01-04,0,70.53,5.0,94.5,-1.8,VH28469
Uppal,02:00:00,03:00:00,15.0,48,45,18,19,10,Saturday,Winter,4W,0.2,2025-01-04,0,458.78,5.0,89.1,-4.8,VH05125
Mehdipatnam,02:00:00,03:00:00,5.0,59,58,5,5,10,Saturday,Winter,2W,0.2,2025-01-04,0,66.23,5.0,96.8,-1.5,VH21313
Medchal,02:00:00,03:00:00,12.0,88,86,8,8,10,Saturday,Winter,HCV,0.2,2025-01-04,0,382.46,5.0,95.1,-2.3,VH16282
L B Nagar,02:00:00,03:00:00,8.0,52,49,9,9,10,Saturday,Winter,2W,0.2,2025-01-04,0,316.96,5.0,80.9,-2.3,VH37732
PVNR_Expressway,02:00:00,03:00:00,11.6,87,82,8,8,10,Saturday,Winter,4W,0.2,2025-01-04,0,93.02,5.0,84.6,-2.0,VH22226
HITEC_City_Main_Road,02:00:00,03:00:00,8.5,65,63,7,8,10,Saturday,Winter,2W,0.2,2025-01-04,0,447.82,5.0,79.5,-2.2,VH34995
Kompally,03:00:00,04:00:00,6.0,85,81,4,4,10,Saturday,Winter,HCV,0.2,2025-01-04,0,281.91,5.0,78.0,-1.1,VH31046
Gachibowli,03:00:00,04:00:00,7.5,69,64,6,7,10,Saturday,Winter,4W,0.2,2025-01-04,0,349.29,5.0,91.9,-1.5,VH10483
Uppal,03:00:00,04:00:00,15.0,56,51,16,17,10,Saturday,Winter,2W,0.2,2025-01-04,0,500.26,5.0,88.4,-3.4,VH15000
