location,latitude,longitude,timestamp,date,season,temp_c,rain_mm,humidity,visibility_km,is_raining
Uppal,17.40139809188057,78.56925669271646,2025-01-05 15:00:00,2025-01-05,Winter,16.3,0.0,58,10.0,0
Mehdipatnam,17.39623428520163,78.4417508780221,2025-01-05 15:00:00,2025-01-05,Winter,18.0,0.0,62,10.0,0
Medchal,17.647783124602935,78.48665491046361,2025-01-05 15:00:00,2025-01-05,Winter,19.6,0.0,63,10.0,0
L B Nagar,17.34367740962585,78.55587986747992,2025-01-05 15:00:00,2025-01-05,Winter,19.9,0.0,57,10.0,0
PVNR_Expressway,17.375,78.434,2025-01-05 15:00:00,2025-01-05,Winter,17.8,0.0,57,10.0,0
HITEC_City_Main_Road,17.447,78.376,2025-01-05 15:00:00,2025-01-05,Winter,15.8,0.0,64,10.0,0
Kompally,17.54145002014721,78.49092328971071,2025-01-05 16:00:00,2025-01-05,Winter,19.4,0.0,60,10.0,0
Gachibowli,17.450524139245275,78.34655494004758,2025-01-05 16:00:00,2025-01-05,Winter,15.5,0.0,62,10.0,0
Uppal,17.40139809188057,78.56925669271646,2025-01-05 16:00:00,2025-01-05,Winter,20.1,0.0,66,10.0,0
Mehdipatnam,17.39623428520163,78.4417508780221,2025-01-05 16:00:00,2025-01-05,Winter,16.3,0.0,68,10.0,0
Medchal,17.647783124602935,78.48665491046361,2025-01-05 16:00:00,2025-01-05,Winter,20.5,0.0,50,10.0,0
L B Nagar,17.34367740962585,78.55587986747992,2025-01-05 16:00:00,2025-01-05,Winter,19.1,0.0,61,10.0,0
PVNR_Expressway,17.375,78.434,2025-01-05 16:00:00,2025-01-05,Winter,19.8,0.0,60,10.0,0
HITEC_City_Main_Road,17.447,78.376,2025-01-05 16:00:00,2025-01-05,Winter,18.6,0.0,57,10.0,0
Kompally,17.54145002014721,78.49092328971071,2025-01-05 17:00:00,2025-01-05,Winter,15.6,0.0,58,10.0,0
Gachibowli,17.450524139245275,78.34655494004758,2025-01-05 17:00:00,2025-01-05,Winter,18.2,0.0,55,10.0,0
Uppal,17.40139809188057,78.56925669271646,2025-01-05 17:00:00,2025-01-05,Winter,21.1,0.0,46,10.0,0
Mehdipatnam,17.39623428520163,78.4417508780221,2025-01-05 17:00:00,2025-01-05,Winter,18.3,0.0,59,10.0,0
Medchal,17.647783124602935,78.48665491046361,2025-01-05 17:00:00,2025-01-05,Winter,18.3,0.0,56,10.0,0
L B Nagar,17.34367740962585,78.55587986747992,2025-01-05 17:00:00,2025-01-05,Winter,17.7,0.0,62,10.0,0
PVNR_Expressway,17.375,78.434,2025-01-05 17:00:00,2025-01-05,Winter,20.4,0.0,53,10.0,0
HITEC_City_Main_Road,17.447,78.376,2025-01-05 17:00:00,2025-01-05,Winter,18.6,0.0,58,10.0,0
Kompally,17.54145002014721,78.49092328971071,2025-01-05 18:00:00,2025-01-05,Winter,18.6,0.0,62,10.0,0
Gachibowli,17.450524139245275,78.34655494004758,2025-01-05 18:00:00,2025-01-05,Winter,17.2,0.0,59,10.0,0
Uppal,17.40139809188057,78.56925669271646,2025-01-05 18:00:00,2025-01-05,Winter,19.3,0.0,60,10.0,0
Mehdipatnam,17.39623428520163,78.4417508780221,2025-01-05 18:00:00,2025-01-05,Winter,22.1,0.0,50,10.0,0
Medchal,17.647783124602935,78.48665491046361,2025-01-05 18:00:00,2025-01-05,Winter,18.9,0.0,65,10.0,0
L B Nagar,17.34367740962585,78.55587986747992,2025-01-05 18:00:00,2025-01-05,Winter,19.5,0.0,60,10.0,0
PVNR_Expressway,17.375,78.434,2025-01-05 18:00:00,2025-01-05,Winter,20.7,0.0,58,10.0,0
HITEC_City_Main_Road,17.447,78.376,2025-01-05 18:00:00,2025-01-05,Winter,16.7,0.0,65,10.0,0
Kompally,17.54145002014721,78.49092328971071,2025-01-05 19:00:00,2025-01-05,Winter,19.8,0.0,64,10.0,0
Gachibowli,17.450524139245275,78.34655494004758,2025-01-05 19:00:00,2025-01-05,Winter,20.8,0.0,58,10.0,0
Uppal,17.40139809188057,78.56925669271646,2025-01-05 19:00:00,2025-01-05,Winter,19.5,0.0,61,10.0,0
Mehdipatnam,17.39623428520163,78.4417508780221,2025-01-05 19:00:00,2025-01-05,Winter,24.1,0.0,58,10.0,0
Medchal,17.647783124602935,78.48665491046361,2025-01-05 19:00:00,2025-01-05,Winter,17.6,0.0,56,10.0,0
L B Nagar,17.34367740962585,78.55587986747992,2025-01-05 19:00:00,2025-01-05,Winter,22.2,0.0,56,10.0,0
PVNR_Expressway,17.375,78.434,2025-01-05 19:00:00,2025-01-05,Winter,20.1,0.0,60,10.0,0
HITEC_City_Main_Road,17.447,78.376,2025-01-05 19:00:00,2025-01-05,Winter,18.8,0.0,52,10.0,0
Kompally,17.54145002014721,78.49092328971071,2025-01-05 20:00:00,2025-01-05,Winter,21.0,0.0,67,10.0,0
Gachibowli,17.450524139245275,78.34655494004758,2025-01-05 20:00:00,2025-01-05,Winter,23.1,0.0,55,10.0,0
Uppal,17.40139809188057,78.56925669271646,2025-01-05 20:00:00,2025-01-05,Winter,23.8,0.0,64,10.0,0
Mehdipatnam,17.39623428520163,78.4417508780221,2025-01-05 20:00:00,2025-01-05,Winter,22.7,0.0,56,10.0,0
Medchal,17.647783124602935,78.48665491046361,2025-01-05 20:00:00,2025-01-05,Winter,21.1,0.0,62,10.0,0
L B Nagar,17.34367740962585,78.55587986747992,2025-01-05 20:00:00,2025-01-05,Winter,25.3,0.0,57,10.0,0
PVNR_Expressway,17.375,78.434,2025-01-05 20:00:00,2025-01-05,Winter,23.7,0.0,60,10.0,0
HITEC_City_Main_Road,17.447,78.376,2025-01-05 20:00:00,2025-01-05,Winter,19.7,0.0,61,10.0,0
Kompally,17.54145002014721,78.49092328971071,2025-01-05 21:00:00,2025-01-05,Winter,23.1,0.0,55,10.0,0
Gachibowli,17.450524139245275,78.34655494004758,2025-01-05 21:00:00,2025-01-05,Winter,21.0,0.0,61,10.0,0
Uppal,17.40139809188057,78.56925669271646,2025-01-05 21:00:00,2025-01-05,Winter,23.8,0.0,59,10.0,0
Mehdipatnam,17.39623428520163,78.4417508780221,2025-01-05 21:00:00,2025-01-05,Winter,24.8,0.0,62,10.0,0
Medchal,17.647783124602935,78.48665491046361,2025-01-05 21:00:00,2025-01-05,Winter,22.1,0.0,63,10.0,0
L B Nagar,17.34367740962585,78.55587986747992,2025-01-05 21:00:00,2025-01-05,Winter,24.3,0.0,57,10.0,0
PVNR_Expressway,17.375,78.434,2025-01-05 21:00:00,2025-01-05,Winter,23.1,0.0,59,10.0,0
HITEC_City_Main_Road,17.447,78.376,2025-01-05 21:00:00,2025-01-05,Winter,24.8,0.0,59,10.0,0
Kompally,17.54145002014721,78.49092328971071,2025-01-05 22:00:00,2025-01-05,Winter,25.7,0.0,54,10.0,0
Gachibowli,17.450524139245275,78.34655494004758,2025-01-05 22:00:00,2025-01-05,Winter,24.8,0.0,57,10.0,0
Uppal,17.40139809188057,78.56925669271646,2025-01-05 22:00:00,2025-01-05,Winter,25.3,0.0,68,10.0,0
Mehdipatnam,17.39623428520163,78.4417508780221,2025-01-05 22:00:00,2025-01-05,Winter,26.3,0.0,58,10.0,0
Medchal,17.647783124602935,78.48665491046361,2025-01-05 22:00:00,2025-01-05,Winter,25.8,0.0,51,10.0,0
L B Nagar,17.34367740962585,78.55587986747992,2025-01-05 22:00:00,2025-01-05,Winter,25.0,0.0,58,10.0,0
PVNR_Expressway,17.375,78.434,2025-01-05 22:00:00,2025-01-05,Winter,25.1,0.0,58,10.0,0
HITEC_City_Main_Road,17.447,78.376,2025-01-05 22:00:00,2025-01-05,Winter,25.5,0.0,64,10.0,0
Kompally,17.54145002014721,78.49092328971071,2025-01-05 23:00:00,2025-01-05,Winter,26.0,0.0,60,10.0,0
Gachibowli,17.450524139245275,78.34655494004758,2025-01-05 23:00:00,2025-01-05,Winter,26.2,0.0,68,10.0,0
Uppal,17.40139809188057,78.56925669271646,2025-01-05 23:00:00,2025-01-05,Winter,25.4,0.0,46,10.0,0
Mehdipatnam,17.39623428520163,78.4417508780221,2025-01-05 23:00:00,2025-01-05,Winter,24.9,0.0,59,10.0,0
Medchal,17.647783124602935,78.48665491046361,2025-01-05 23:00:00,2025-01-05,Winter,24.1,0.0,52,10.0,0
L B Nagar,17.34367740962585,78.55587986747992,2025-01-05 23:00:00,2025-01-05,Winter,25.7,0.0,42,10.0,0
PVNR_Expressway,17.375,78.434,2025-01-05 23:00:00,2025-01-05,Winter,27.2,0.0,53,10.0,0
HITEC_City_Main_Road,17.447,78.376,2025-01-05 23:00:00,2025-01-05,Winter,26.7,0.0,57,10.0,0
Kompally,17.54145002014721,78.49092328971071,2025-01-06 00:00:00,2025-01-06,Winter,24.9,0.0,55,10.0,0
Gachibowli,17.450524139245275,78.34655494004758,2025-01-06 00:00:00,2025-01-06,Winter,25.8,0.0,63,10.0,0
Uppal,17.40139809188057,78.56925669271646,2025-01-06 00:00:00,2025-01-06,Winter,24.6,0.0,56,10.0,0
Mehdipatnam,17.39623428520163,78.4417508780221,2025-01-06 00:00:00,2025-01-06,Winter,25.4,0.0,58,10.0,0
Medchal,17.647783124602935,78.48665491046361,2025-01-06 00:00:00,2025-01-06,Winter,25.4,0.0,57,10.0,0
L B Nagar,17.34367740962585,78.55587986747992,2025-01-06 00:00:00,2025-01-06,Winter,29.0,0.0,59,10.0,0
PVNR_Expressway,17.375,78.434,2025-01-06 00:00:00,2025-01-06,Winter,26.2,0.0,66,10.0,0
HITEC_City_Main_Road,17.447,78.376,2025-01-06 00:00:00,2025-01-06,Winter,23.6,0.0,50,10.0,0
Kompally,17.54145002014721,78.49092328971071,2025-01-06 01:00:00,2025-01-06,Winter,27.9,0.0,64,10.0,0
Gachibowli,17.450524139245275,78.34655494004758,2025-01-06 01:00:00,2025-01-06,Winter,25.1,0.0,56,10.0,0
Uppal,17.40139809188057,78.56925669271646,2025-01-06 01:00:00,2025-01-06,Winter,28.0,11.4,94,4.0,1
Mehdipatnam,17.39623428520163,78.4417508780221,2025-01-06 01:00:00,2025-01-06,Winter,29.0,0.0,62,10.0,0
Medchal,17.647783124602935,78.48665491046361,2025-01-06 01:00:00,2025-01-06,Winter,28.3,8.8,93,4.0,1
L B Nagar,17.34367740962585,78.55587986747992,2025-01-06 01:00:00,2025-01-06,Winter,26.3,15.6,89,4.0,1
PVNR_Expressway,17.375,78.434,2025-01-06 01:00:00,2025-01-06,Winter,27.0,0.0,58,10.0,0
HITEC_City_Main_Road,17.447,78.376,2025-01-06 01:00:00,2025-01-06,Winter,28.9,4.4,94,10.0,1
Kompally,17.54145002014721,78.49092328971071,2025-01-06 02:00:00,2025-01-06,Winter,27.2,0.0,56,10.0,0
Gachibowli,17.450524139245275,78.34655494004758,2025-01-06 02:00:00,2025-01-06,Winter,29.3,0.0,57,10.0,0
Uppal,17.40139809188057,78.56925669271646,2025-01-06 02:00:00,2025-01-06,Winter,28.6,0.0,57,10.0,0
Mehdipatnam,17.39623428520163,78.4417508780221,2025-01-06 02:00:00,2025-01-06,Winter,27.4,0.0,58,10.0,0
Medchal,17.647783124602935,78.48665491046361,2025-01-06 02:00:00,2025-01-06,Winter,26.2,0.0,65,10.0,0
L B Nagar,17.34367740962585,78.55587986747992,2025-01-06 02:00:00,2025-01-06,Winter,27.4,0.0,66,10.0,0
PVNR_Expressway,17.375,78.434,2025-01-06 02:00:00,2025-01-06,Winter,27.4,0.0,57,10.0,0
HITEC_City_Main_Road,17.447,78.376,2025-01-06 02:00:00,2025-01-06,Winter,27.8,0.0,74,10.0,0
Kompally,17.54145002014721,78.49092328971071,2025-01-06 03:00:00,2025-01-06,Winter,27.2,0.0,56,10.0,0
Gachibowli,17.450524139245275,78.34655494004758,2025-01-06 03:00:00,2025-01-06,Winter,26.8,0.0,58,10.0,0
Uppal,17.40139809188057,78.56925669271646,2025-01-06 03:00:00,2025-01-06,Winter,28.8,0.0,47,10.0,0
Mehdipatnam,17.39623428520163,78.4417508780221,2025-01-06 03:00:00,2025-01-06,Winter,27.0,0.0,56,10.0,0
Medchal,17.647783124602935,78.48665491046361,2025-01-06 03:00:00,2025-01-06,Winter,28.1,0.0,57,10.0,0
L B Nagar,17.34367740962585,78.55587986747992,2025-01-06 03:00:00,2025-01-06,Winter,28.2,0.0,66,10.0,0
PVNR_Expressway,17.375,78.434,2025-01-06 03:00:00,2025-01-06,Winter,27.6,0.0,53,10.0,0
HITEC_City_Main_Road,17.447,78.376,2025-01-06 03:00:00,2025-01-06,Winter,28.0,0.0,52,10.0,0
Kompally,17.54145002014721,78.49092328971071,2025-01-06 04:00:00,2025-01-06,Winter,27.2,0.0,60,2.0,0
Gachibowli,17.450524139245275,78.34655494004758,2025-01-06 04:00:00,2025-01-06,Winter,25.6,0.0,67,2.0,0
Uppal,17.40139809188057,78.56925669271646,2025-01-06 04:00:00,2025-01-06,Winter,24.9,0.0,59,2.0,0
Mehdipatnam,17.39623428520163,78.4417508780221,2025-01-06 04:00:00,2025-01-06,Winter,26.4,0.0,55,2.0,0
Medchal,17.647783124602935,78.48665491046361,2025-01-06 04:00:00,2025-01-06,Winter,26.4,0.0,59,2.0,0
L B Nagar,17.34367740962585,78.55587986747992,2025-01-06 04:00:00,2025-01-06,Winter,26.1,0.0,67,2.0,0
PVNR_Expressway,17.375,78.434,2025-01-06 04:00:00,2025-01-06,Winter,24.2,0.0,50,2.0,0
HITEC_City_Main_Road,17.447,78.376,2025-01-06 04:00:00,2025-01-06,Winter,25.0,0.0,58,2.0,0
Kompally,17.54145002014721,78.49092328971071,2025-01-06 05:00:00,2025-01-06,Winter,23.7,0.0,59,2.0,0
Gachibowli,17.450524139245275,78.34655494004758,2025-01-06 05:00:00,2025-01-06,Winter,26.6,0.0,57,2.0,0
Uppal,17.40139809188057,78.56925669271646,2025-01-06 05:00:00,2025-01-06,Winter,26.6,0.0,51,2.0,0
Mehdipatnam,17.39623428520163,78.4417508780221,2025-01-06 05:00:00,2025-01-06,Winter,27.1,0.0,53,2.0,0
Medchal,17.647783124602935,78.48665491046361,2025-01-06 05:00:00,2025-01-06,Winter,23.3,0.0,58,2.0,0
L B Nagar,17.34367740962585,78.55587986747992,2025-01-06 05:00:00,2025-01-06,Winter,26.2,0.0,61,2.0,0
PVNR_Expressway,17.375,78.434,2025-01-06 05:00:00,2025-01-06,Winter,23.4,0.0,59,2.0,0
HITEC_City_Main_Road,17.447,78.376,2025-01-06 05:00:00,2025-01-06,Winter,26.3,0.0,57,2.0,0
Kompally,17.54145002014721,78.49092328971071,2025-01-06 06:00:00,2025-01-06,Winter,24.9,0.0,61,2.0,0
Gachibowli,17.450524139245275,78.34655494004758,2025-01-06 06:00:00,2025-01-06,Winter,22.3,0.0,61,2.0,0
Uppal,17.40139809188057,78.56925669271646,2025-01-06 06:00:00,2025-01-06,Winter,26.4,0.0,64,2.0,0
Mehdipatnam,17.39623428520163,78.4417508780221,2025-01-06 06:00:00,2025-01-06,Winter,24.7,0.0,59,2.0,0
Medchal,17.647783124602935,78.48665491046361,2025-01-06 06:00:00,2025-01-06,Winter,24.3,0.0,57,2.0,0
L B Nagar,17.34367740962585,78.55587986747992,2025-01-06 06:00:00,2025-01-06,Winter,26.7,0.0,59,2.0,0
PVNR_Expressway,17.375,78.434,2025-01-06 06:00:00,2025-01-06,Winter,24.4,0.0,59,2.0,0
HITEC_City_Main_Road,17.447,78.376,2025-01-06 06:00:00,2025-01-06,Winter,25.5,0.0,54,2.0,0
Kompally,17.54145002014721,78.49092328971071,2025-01-06 07:00:00,2025-01-06,Winter,22.9,0.0,61,2.0,0
Gachibowli,17.450524139245275,78.34655494004758,2025-01-06 07:00:00,2025-01-06,Winter,24.4,0.0,66,2.0,0
Uppal,17.40139809188057,78.56925669271646,2025-01-06 07:00:00,2025-01-06,Winter,23.6,0.0,62,2.0,0
Mehdipatnam,17.39623428520163,78.4417508780221,2025-01-06 07:00:00,2025-01-06,Winter,23.7,0.0,64,2.0,0
Medchal,17.647783124602935,78.48665491046361,2025-01-06 07:00:00,2025-01-06,Winter,20.7,0.0,53,2.0,0
L B Nagar,17.34367740962585,78.55587986747992,2025-01-06 07:00:00,2025-01-06,Winter,22.8,0.0,54,2.0,0
PVNR_Expressway,17.375,78.434,2025-01-06 07:00:00,2025-01-06,Winter,24.8,0.0,59,2.0,0
HITEC_City_Main_Road,17.447,78.376,2025-01-06 07:00:00,2025-01-06,Winter,25.4,0.0,66,2.0,0
Kompally,17.54145002014721,78.49092328971071,2025-01-06 08:00:00,2025-01-06,Winter,21.9,0.0,57,2.0,0
Gachibowli,17.450524139245275,78.34655494004758,2025-01-06 08:00:00,2025-01-06,Winter,23.8,0.0,44,2.0,0
Uppal,17.40139809188057,78.56925669271646,2025-01-06 08:00:00,2025-01-06,Winter,22.0,0.0,57,2.0,0
Mehdipatnam,17.39623428520163,78.4417508780221,2025-01-06 08:00:00,2025-01-06,Winter,23.9,0.0,61,2.0,0
Medchal,17.647783124602935,78.48665491046361,2025-01-06 08:00:00,2025-01-06,Winter,24.0,0.0,56,2.0,0
L B Nagar,17.34367740962585,78.55587986747992,2025-01-06 08:00:00,2025-01-06,Winter,23.7,0.0,66,2.0,0
PVNR_Expressway,17.375,78.434,2025-01-06 08:00:00,2025-01-06,Winter,20.7,0.0,63,2.0,0
HITEC_City_Main_Road,17.447,78.376,2025-01-06 08:00:00,2025-01-06,Winter,20.8,0.0,64,2.0,0
Kompally,17.54145002014721,78.49092328971071,2025-01-06 09:00:00,2025-01-06,Winter,19.6,0.0,65,10.0,0
Gachibowli,17.450524139245275,78.34655494004758,2025-01-06 09:00:00,2025-01-06,Winter,21.9,0.0,51,10.0,0
Uppal,17.40139809188057,78.56925669271646,2025-01-06 09:00:00,2025-01-06,Winter,23.1,0.0,56,10.0,0
Mehdipatnam,17.39623428520163,78.4417508780221,2025-01-06 09:00:00,2025-01-06,Winter,20.7,0.0,60,10.0,0
Medchal,17.647783124602935,78.48665491046361,2025-01-06 09:00:00,2025-01-06,Winter,22.7,0.0,53,10.0,0
L B Nagar,17.34367740962585,78.55587986747992,2025-01-06 09:00:00,2025-01-06,Winter,22.6,0.0,61,10.0,0
PVNR_Expressway,17.375,78.434,2025-01-06 09:00:00,2025-01-06,Winter,20.5,0.0,48,10.0,0
HITEC_City_Main_Road,17.447,78.376,2025-01-06 09:00:00,2025-01-06,Winter,21.2,0.0,63,10.0,0
Kompally,17.54145002014721,78.49092328971071,2025-01-06 10:00:00,2025-01-06,Winter,18.5,0.0,58,10.0,0
Gachibowli,17.450524139245275,78.34655494004758,2025-01-06 10:00:00,2025-01-06,Winter,21.7,0.0,54,10.0,0
Uppal,17.40139809188057,78.56925669271646,2025-01-06 10:00:00,2025-01-06,Winter,19.3,0.0,65,10.0,0
Mehdipatnam,17.39623428520163,78.4417508780221,2025-01-06 10:00:00,2025-01-06,Winter,22.3,0.0,56,10.0,0
Medchal,17.647783124602935,78.48665491046361,2025-01-06 10:00:00,2025-01-06,Winter,18.2,0.0,58,10.0,0
L B Nagar,17.34367740962585,78.55587986747992,2025-01-06 10:00:00,2025-01-06,Winter,20.7,0.0,52,10.0,0
PVNR_Expressway,17.375,78.434,2025-01-06 10:00:00,2025-01-06,Winter,16.1,0.0,63,10.0,0
HITEC_City_Main_Road,17.447,78.376,2025-01-06 10:00:00,2025-01-06,Winter,20.6,0.0,60,10.0,0
Kompally,17.54145002014721,78.49092328971071,2025-01-06 11:00:00,2025-01-06,Winter,20.9,0.0,62,10.0,0
Gachibowli,17.450524139245275,78.34655494004758,2025-01-06 11:00:00,2025-01-06,Winter,16.4,0.0,60,10.0,0
Uppal,17.40139809188057,78.56925669271646,2025-01-06 11:00:00,2025-01-06,Winter,20.1,0.0,54,10.0,0
Mehdipatnam,17.39623428520163,78.4417508780221,2025-01-06 11:00:00,2025-01-06,Winter,19.6,0.0,64,10.0,0
Medchal,17.647783124602935,78.48665491046361,2025-01-06 11:00:00,2025-01-06,Winter,18.1,0.0,54,10.0,0
L B Nagar,17.34367740962585,78.55587986747992,2025-01-06 11:00:00,2025-01-06,Winter,17.4,0.0,42,10.0,0
PVNR_Expressway,17.375,78.434,2025-01-06 11:00:00,2025-01-06,Winter,16.8,0.0,56,10.0,0
HITEC_City_Main_Road,17.447,78.376,2025-01-06 11:00:00,2025-01-06,Winter,19.4,0.0,70,10.0,0
Kompally,17.54145002014721,78.49092328971071,2025-01-06 12:00:00,2025-01-06,Winter,19.2,0.0,51,10.0,0
Gachibowli,17.450524139245275,78.34655494004758,2025-01-06 12:00:00,2025-01-06,Winter,19.3,0.0,72,10.0,0
Uppal,17.40139809188057,78.56925669271646,2025-01-06 12:00:00,2025-01-06,Winter,19.8,0.0,57,10.0,0
Mehdipatnam,17.39623428520163,78.4417508780221,2025-01-06 12:00:00,2025-01-06,Winter,17.9,0.0,61,10.0,0
Medchal,17.647783124602935,78.48665491046361,2025-01-06 12:00:00,2025-01-06,Winter,18.8,0.0,64,10.0,0
L B Nagar,17.34367740962585,78.55587986747992,2025-01-06 12:00:00,2025-01-06,Winter,17.2,0.0,59,10.0,0
PVNR_Expressway,17.375,78.434,2025-01-06 12:00:00,2025-01-06,Winter,17.2,0.0,68,10.0,0
HITEC_City_Main_Road,17.447,78.376,2025-01-06 12:00:00,2025-01-06,Winter,17.3,0.0,52,10.0,0
Kompally,17.54145002014721,78.49092328971071,2025-01-06 13:00:00,2025-01-06,Winter,18.4,0.0,50,10.0,0
Gachibowli,17.450524139245275,78.34655494004758,2025-01-06 13:00:00,2025-01-06,Winter,13.7,0.0,60,10.0,0
Uppal,17.40139809188057,78.56925669271646,2025-01-06 13:00:00,2025-01-06,Winter,19.8,0.0,55,10.0,0
Mehdipatnam,17.39623428520163,78.4417508780221,2025-01-06 13:00:00,2025-01-06,Winter,19.1,0.0,58,10.0,0
Medchal,17.647783124602935,78.48665491046361,2025-01-06 13:00:00,2025-01-06,Winter,19.3,0.0,58,10.0,0
L B Nagar,17.34367740962585,78.55587986747992,2025-01-06 13:00:00,2025-01-06,Winter,18.5,0.0,55,10.0,0
PVNR_Expressway,17.375,78.434,2025-01-06 13:00:00,2025-01-06,Winter,17.7,0.0,66,10.0,0
HITEC_City_Main_Road,17.447,78.376,2025-01-06 13:00:00,2025-01-06,Winter,19.5,0.0,57,10.0,0
Kompally,17.54145002014721,78.49092328971071,2025-01-06 14:00:00,2025-01-06,Winter,15.3,0.0,64,10.0,0
Gachibowli,17.450524139245275,78.34655494004758,2025-01-06 14:00:00,2025-01-06,Winter,18.6,0.0,56,10.0,0
Uppal,17.40139809188057,78.56925669271646,2025-01-06 14:00:00,2025-01-06,Winter,20.5,0.0,50,10.0,0
Mehdipatnam,17.39623428520163,78.4417508780221,2025-01-06 14:00:00,2025-01-06,Winter,15.8,0.0,64,10.0,0
Medchal,17.647783124602935,78.48665491046361,2025-01-06 14:00:00,2025-01-06,Winter,18.1,0.0,52,10.0,0
L B Nagar,17.34367740962585,78.55587986747992,2025-01-06 14:00:00,2025-01-06,Winter,17.6,0.0,61,10.0,0
PVNR_Expressway,17.375,78.434,2025-01-06 14:00:00,2025-01-06,Winter,16.5,0.0,57,10.0,0
HITEC_City_Main_Road,17.447,78.376,2025-01-06 14:00:00,2025-01-06,Winter,18.5,0.0,58,10.0,0
Kompally,17.54145002014721,78.49092328971071,2025-01-06 15:00:00,2025-01-06,Winter,16.7,0.0,69,10.0,0
Gachibowli,17.450524139245275,78.34655494004758,2025-01-06 15:00:00,2025-01-06,Winter,17.3,0.0,60,10.0,0
Uppal,17.40139809188057,78.56925669271646,2025-01-06 15:00:00,2025-01-06,Winter,19.6,0.0,64,10.0,0
Mehdipatnam,17.39623428520163,78.4417508780221,2025-01-06 15:00:00,2025-01-06,Winter,18.3,0.0,59,10.0,0
Medchal,17.647783124602935,78.48665491046361,2025-01-06 15:00:00,2025-01-06,Winter,17.2,0.0,59,10.0,0
L B Nagar,17.34367740962585,78.55587986747992,2025-01-06 15:00:00,2025-01-06,Winter,19.6,0.0,54,10.0,0
PVNR_Expressway,17.375,78.434,2025-01-06 15:00:00,2025-01-06,Winter,18.5,0.0,59,10.0,0
HITEC_City_Main_Road,17.447,78.376,2025-01-06 15:00:00,2025-01-06,Winter,17.5,0.0,61,10.0,0
Kompally,17.54145002014721,78.49092328971071,2025-01-06 16:00:00,2025-01-06,Winter,16.8,0.0,51,10.0,0
Gachibowli,17.450524139245275,78.34655494004758,2025-01-06 16:00:00,2025-01-06,Winter,19.7,0.0,60,10.0,0
Uppal,17.40139809188057,78.56925669271646,2025-01-06 16:00:00,2025-01-06,Winter,16.3,0.0,62,10.0,0
Mehdipatnam,17.39623428520163,78.4417508780221,2025-01-06 16:00:00,2025-01-06,Winter,19.1,0.0,55,10.0,0
Medchal,17.647783124602935,78.48665491046361,2025-01-06 16:00:00,2025-01-06,Winter,15.9,0.0,60,10.0,0
L B Nagar,17.34367740962585,78.55587986747992,2025-01-06 16:00:00,2025-01-06,Winter,19.4,0.0,61,10.0,0
PVNR_Expressway,17.375,78.434,2025-01-06 16:00:00,2025-01-06,Winter,16.8,0.0,55,10.0,0
HITEC_City_Main_Road,17.447,78.376,2025-01-06 16:00:00,2025-01-06,Winter,19.9,0.0,59,10.0,0
Kompally,17.54145002014721,78.49092328971071,2025-01-06 17:00:00,2025-01-06,Winter,18.2,0.0,61,10.0,0
Gachibowli,17.450524139245275,78.34655494004758,2025-01-06 17:00:00,2025-01-06,Winter,18.9,0.0,57,10.0,0
Uppal,17.40139809188057,78.56925669271646,2025-01-06 17:00:00,2025-01-06,Winter,21.9,0.0,55,10.0,0
Mehdipatnam,17.39623428520163,78.4417508780221,2025-01-06 17:00:00,2025-01-06,Winter,19.9,0.0,53,10.0,0
Medchal,17.647783124602935,78.48665491046361,2025-01-06 17:00:00,2025-01-06,Winter,17.6,0.0,62,10.0,0
L B Nagar,17.34367740962585,78.55587986747992,2025-01-06 17:00:00,2025-01-06,Winter,16.5,0.0,64,10.0,0
PVNR_Expressway,17.375,78.434,2025-01-06 17:00:00,2025-01-06,Winter,19.1,0.0,52,10.0,0
HITEC_City_Main_Road,17.447,78.376,2025-01-06 17:00:00,2025-01-06,Winter,19.1,0.0,55,10.0,0
Kompally,17.54145002014721,78.49092328971071,2025-01-06 18:00:00,2025-01-06,Winter,20.7,0.0,52,10.0,0
Gachibowli,17.450524139245275,78.34655494004758,2025-01-06 18:00:00,2025-01-06,Winter,19.9,0.0,56,10.0,0
Uppal,17.40139809188057,78.56925669271646,2025-01-06 18:00:00,2025-01-06,Winter,22.6,0.0,61,10.0,0
Mehdipatnam,17.39623428520163,78.4417508780221,2025-01-06 18:00:00,2025-01-06,Winter,20.1,0.0,59,10.0,0
Medchal,17.647783124602935,78.48665491046361,2025-01-06 18:00:00,2025-01-06,Winter,20.5,0.0,61,10.0,0
L B Nagar,17.34367740962585,78.55587986747992,2025-01-06 18:00:00,2025-01-06,Winter,22.3,0.0,67,10.0,0
PVNR_Expressway,17.375,78.434,2025-01-06 18:00:00,2025-01-06,Winter,20.8,0.0,65,10.0,0
HITEC_City_Main_Road,17.447,78.376,2025-01-06 18:00:00,2025-01-06,Winter,20.4,0.0,60,10.0,0
Kompally,17.54145002014721,78.49092328971071,2025-01-06 19:00:00,2025-01-06,Winter,20.5,0.0,55,10.0,0
Gachibowli,17.450524139245275,78.34655494004758,2025-01-06 19:00:00,2025-01-06,Winter,20.3,0.0,69,10.0,0
Uppal,17.40139809188057,78.56925669271646,2025-01-06 19:00:00,2025-01-06,Winter,18.0,0.0,63,10.0,0
Mehdipatnam,17.39623428520163,78.4417508780221,2025-01-06 19:00:00,2025-01-06,Winter,25.1,0.0,57,10.0,0
